29;62
45;72,2
66;69,8
6,1;48,4
9,6;50,4
5,9;50,4
6,5;40,1
71;69,8
98;72,8
64;85,1
6,8;47
21;65,1
242;97,9
136;76,7
6,8;46
17;51,5
18;64,4
50;53,6
24;67,8
49;86,8
39;65,9
63;74,2
15;51,3
49;69
35;67,3
6,1;37,8
22;63,4
7,3;44,9
53;65,8
5,3;46,4
5,5;41,6
36;59,7
23;65,3
6,5;45,4
45;74,3
6;51,2
23;64,8
7,7;41,6
78;74,4
73;74,2
6,1;45,6
57;80,7
66;68,6
5,9;45,7
45;74,3
39;66,7
7,4;43,8
119;78,9
6,3;52,2
24;64,9
45;65,8
6,7;35,7
6,5;42
7,3;49,4
66;91,7
60;74,4
13;55,3
142;76,4
50;87,3
5,8;41,4
30;62,1
30;59,8
72;73,8
31;62,1
32;55,3
19;63,8
5,1;44,3
6,2;38,8
49;80,7
5,7;42,7
14;52,6
69;79,4
48;68,1
6,2;49
54;73,7
106;75,7
210;70
55;83,3
22;65,3
160;101,6
53;69,9
22;64,7
22;65
35;48,1
7;48,3
41;60,5
24;65,1
47;69,2
5,7;38
6,8;44,9
12;54,9
56;72,8
6,9;48,9
8,7;39,2
68;72,7
105;99,8
95;69,7
6;37,3
46;65
5,8;50,8
35;60,1
222;96,8
5,6;51,4
5,5;41,4
106;85,3
21;64,6
71;75,7
27;63,3
72;72,3
19;64,8
7,2;40,1
23;65,2
23;64,8
115;83
46;53,2
32;48,7
8,4;38,1
68;70,6
20;61,5
6,8;47,9
47;78,6
51;79,6
10;52,4
46;94,2
66;72
6,6;42,8
6,1;38,6
64;70
20;64,6
7;48,3
22;67,7
73;73,9
34;62,5
4,6;49
56;72,5
145;77,2
4,7;50,6
49;69,4
33;56,2
75;72,2
4,6;48,7
149;76,4
71;74
6;39,4
50;77,5
6,5;35,6
164;77,3
21;63,1
88;70,3
62;69,5
11;54,3
6,6;39,7
7,9;45,7
163;84,1
7;38
114;78,4
27;65,5
21;64,4
5,3;51,4
5,5;47,4
22;65,4
156;99,5
43;74,1
38;70,1
116;93,6
7,3;36,8
107;92,4
22;65,6
34;47,2
103;74,1
28;61,6
22;64,5
21;66,9
46;83,9
35;67,6
5,3;38,4
90;73,7
26;68,3
6,4;43,3
71;75
54;68,8
12;48,9
17;49,4
6,6;40,7
5,9;48,7
5,9;41,7
184;84,6
85;71,8
7,1;48,2
7,5;44,5
71;70,9
5,2;41,5
5,7;49,2
22;64,6
20;64,1
63;82,6
46;70
130;78,1
28;65,1
108;88,9
214;90,9
48;78,3
6,8;65,9
6;40,7
7,7;39,8
5,9;38,8
20;66,4
72;75,9
6,5;42,8
52;80,7
21;65,1
20;49,1
25;65,6
63;73
6;44,3
40;77,4
38;67,5
8,6;39,6
25;67
58;45,3
27;49,1
47;85,5
52;68,6
48;76,6
7,1;39,2
22;64,9
7,2;35,3
27;61,3
24;48,4
64;75,8
105;77,7
30;61,7
22;64
56;65,7
6,2;48,8
82;41,1
7,1;34,6
6,6;43,5
87;69
46;69,1
141;110,7
50;74,9
197;90,2
42;68,3
34;59,8
37;66,6
6,3;50,3
29;61,9
25;61,3
25;47,9
49;90,1
62;74,2
7,4;33,9
6,4;47,1
8,9;51,7
35;67
30;62
8,1;59,4
6,7;42,9
33;67,6
150;71,8
20;63,5
136;74,1
7,4;42,5
27;63,1
155;91,8
51;71,5
47;65,7
25;67,6
6,7;47
50;86
111;75
39;67,2
5,6;49,6
5,9;45,6
64;69,1
6,5;45,9
21;64,6
73;74,3
5,7;47,4
5,7;45,8
60;73,7
22;64,8
7,5;46,2
74;74
28;68,3
58;75
54;80,7
6,6;42,3
22;64,3
14;45,3
6,7;43,9
33;61,5
54;80,9
65;70,5
56;80
42;62
5,6;47,5
6,2;38,6
20;62
26;68,1
12;48,1
4,7;48,9
7,3;47,1
33;60,2
77;73,6
7,6;47,2
5,6;46,9
23;34
53;84,2
68;78,6
6,8;60,9
6,7;39,5
42;67,5
60;68,7
5,2;41,4
18;64,4
251;82,5
66;70
71;73,8
20;64,5
71;74,1
78;74,5
7,2;49,6
56;68,4
8,6;51,1
105;80,8
107;78,7
103;76,7
62;76,8
26;65,5
6,4;47
27;62,2
227;99,6
28;45
6,3;47,1
130;75,9
6,9;29,2
69;79,4
70;69,8
35;56,1
6,7;34,7
39;68,1
138;78,3
65;69,8
8;40,9
4,5;47,1
65;70,5
51;68,5
51;85,1
6,6;42
7,4;35,5
5,6;50,5
5,8;47,4
5,7;48,1
29;61,8
70;76,6
5,4;46,6
176;94,6
70;72,5
5,4;47
65;79,2
7,3;46,9
27;55,9
7,6;36,3
52;68,3
7,2;43,1
20;64,4
48;78,9
7,8;37,6
8;45,8
41;72
64;74,5
115;100,5
13;48,9
5,4;44,4
4,9;37,2
46;81,6
8,6;41,3
104;72,7
13;51,8
8,8;37,2
22;65,4
232;70
8,4;41,2
8,2;50,4
57;72,7
50;68,6
6,9;31,2
53;80,8
36;67,1
66;70,6
80;74
5,7;41,7
7,3;49,1
6,6;47,1
62;80,1
5;46
8,6;37,7
7,2;50,3
4,4;45
64;68,5
34;61,9
100;94,4
6,8;35,1
13;48,1
37;75,8
6,4;52,2
62;69,8
59;72,2
48;65,9
88;74
128;101,4
39;70,1
59;71,8
6,6;47,1
5,5;41,6
72;74,4
32;60,2
67;76,5
14;51,6
6,5;42
5,6;42,3
52;89,7
132;75,6
67;70,5
6,4;46,7
22;62,2
71;69,8
39;66
15;53,9
30;62,1
7;44,5
9,8;59,4
28;64,8
21;64
4,6;45,9
7,5;40,8
67;73,6
145;76,4
63;76,1
6;47,4
8,4;57,8
53;69,5
6,4;37,4
40;75,7
40;64,7
38;70,2
25;67,8
6,7;40,5
67;68,8
27;62,4
28;65,3
44;65,5
8,3;37,8
49;79
54;53,1
38;66,1
137;98,5
93;74,1
25;65,2
97;72,8
8;57,8
33;62,3
118;66,4
8,3;55,9
32;59,6
5,5;47
123;73,1
27;62,3
74;84,2
7,1;40,9
73;76,4
65;72,7
102;83,4
6,8;49,7
317;113
36;67,3
37;60,8
5,2;44,8
42;67,3
6,2;48,3
7,4;34,5
28;65,3
111;75,7
6,9;42,8
6,9;39,8
67;70,6
126;92,5
31;62,1
36;69,7
53;88,1
8,2;40,9
19;63,6
34;62,3
6,2;41,2
63;74,2
41;66,3
5,5;41,7
70;70,5
4,5;45,7
82;74,6
27;65,1
141;100,8
70;73,1
69;69,9
67;68,7
28;61,2
6;47,7
5,8;42,5
105;85,7
66;82,9
72;70,7
7,6;41,9
89;75,1
14;55,5
43;65,7
6,4;41
224;70,7
100;73,7
69;70,1
345;127,7
63;76,2
175;88,8
24;64
65;67,5
74;73,6
104;91
50;62,7
6,1;41,6
35;67,6
8;50,4
6,7;45,8
94;79,1
138;113
6,6;38,3
68;68,2
44;61,7
6,1;45,3
66;70
53;53,6
27;65,1
6,1;34,8
26;67,6
11;47,2
6,7;46,8
34;67,5
28;67,9
5,9;48,1
6,9;42,4
6;50,5
14;51,7
6,4;40,8
48;66,2
5,7;47
6,9;49,9
78;74,3
44;67,1
7,3;39,4
6,5;48,9
6,7;41,9
6,8;41,7
39;71
5,9;41,5
34;66,4
79;74,1
6,8;46,5
72;74,5
33;62
38;62,5
6;45,7
8,6;38,5
66;69,7
22;66,4
21;64,4
7,2;40,8
5,6;47,1
102;62
44;65,9
22;64,8
72;72,3
5,1;46,3
8,4;51,1
17;50,1
4,5;54,1
57;80,5
39;65,7
6,6;48,1
5,8;41,6
32;59,5
18;51,5
201;116,8
14;76,6
70;74,7
70;69,4
65;75,8
4,8;41,7
7,6;34
64;70
6,6;45,3
7;40,9
109;75,7
40;61,5
24;64,2
66;70,4
58;65,8
8,3;40,6
8,2;43,2
5,4;43,2
6,1;45,8
7,3;43,5
54;74,4
6,9;47,1
8;46,3
4,5;46,7
5;37,1
22;65,3
4,6;48,9
52;82,7
229;93,3
66;68,5
21;64,9
132;112,8
298;99,8
4,9;39,6
64;74,8
6,6;43,4
7,3;36,2
72;76,3
156;76,7
5,1;37,5
7,8;33,5
69;74,7
165;100,6
6;47
24;65,1
5,7;47,9
65;93,5
32;64,5
5,1;48,3
6;41
105;97,2
46;62,7
21;67,7
57;69,2
79;70,7
52;87,5
10;51,5
290;110,7
49;71
12;55,6
6,6;47,5
6,7;49,1
42;65,6
51;82,6
24;65,3
7,7;65,5
35;55,9
5,8;50,3
24;64,2
28;65,6
19;63,6
51;76,2
79;92,7
5,7;45,7
34;67,6
49;82,3
8,4;43,5
103;85,5
64;77,9
66;69,5
33;59,7
54;67,2
21;66
6,5;43,1
67;70,8
6,2;45
33;67,2
5,5;44,4
6,2;41,8
7,4;40,7
6,7;53,8
24;65,2
21;63,4
36;66,7
23;64,9
243;91,9
27;68
6,1;44,8
8,5;52,7
8;38,3
94;73,1
64;69,8
45;77,1
21;65,6
22;61,9
48;79,9
6,3;46,6
69;76,2
147;77,7
36;60
22;63,3
52;71,9
21;64,9
6,6;41,7
5,4;39,8
6,7;45,4
68;69,3
28;68,2
57;65,6
138;78,7
24;64,6
38;66,9
80;71,7
29;67,9
5,1;46,5
83;91,6
5,8;46,8
53;68,9
150;77,1
25;68
11;48,4
71;74,2
68;80,6
6,6;39,5
46;77,8
24;67,7
7,2;44,6
6,7;31,2
5,6;40,3
163;106,5
24;67,4
11;50,4
29;62,2
28;62,1
7,6;47,5
6,2;40,1
243;97,3
100;71,2
18;64,4
6,8;42
45;65,7
22;65,2
22;66,4
160;78,1
20;63
6,3;41,2
63;87,5
72;72,1
51;83,3
61;72,2
7,2;38,3
21;63,9
52;67,4
23;65,7
16;48,7
46;77,8
20;64,7
6,1;42,5
71;70,7
7,3;34,8
54;91
112;74,4
72;70
68;68,7
23;64,1
40;65,3
5,9;45,2
32;60,5
20;66,3
7,5;38,9
20;63,1
115;79,4
47;85,1
19;64
7,2;47,5
37;67,6
6,5;40,2
64;74,7
7,1;35,3
14;51,6
89;71,3
23;64,3
53;72,4
131;84,4
22;66,8
4,5;47
163;70
7,2;39,1
56;75,6
42;68,3
52;91,3
8,8;42,6
72;73
64;72,5
6,4;34
51;89,6
65;70,2
5,8;42,2
5,4;42,5
73;85,6
102;77,8
14;41,2
103;91,1
63;85,2
44;61,8
22;63,4
6,8;47,4
113;98,1
4,5;48
48;49,4
120;75,8
22;65,2
6,7;51,2
74;70,9
33;62
65;94,4
39;70,1
93;73,2
281;82,5
6,2;36,4
6,9;46,1
6,2;48
54;65,2
5,7;44,7
71;74,9
19;66,6
129;70,4
22;65,2
20;63,3
28;65,6
5,7;47,6
6,3;41,3
72;74,3
6,5;66,1
122;73,3
34;62,1
163;101,2
15;51,7
43;62
6,2;48,3
21;62,8
7,8;41,7
98;74,9
5,4;42,2
63;73,1
122;106,4
52;89,9
72;74
158;82
5,5;49
87;72,6
32;62
65;72,3
5,4;42,8
36;65,4
41;76,6
69;68,7
30;59,7
26;49,7
5,7;41,2
40;62,7
7,9;44,7
6,9;42,9
28;61
49;67,4
22;65,2
25;65,1
67;70,1
7,9;45,7
5,1;33,8
5,5;35,1
24;65,2
5,3;41,6
61;72,4
6,9;45,8
42;73,3
49;67,4
5,6;37,8
46;79,5
27;65,5
8;45,5
99;93,4
6,5;37,9
110;92,7
7,4;35,3
20;63,8
6,8;45,8
8,3;39,1
13;48,8
38;66,9
44;64
28;64,4
49;71
29;62,1
23;67,5
23;63,2
69;70
68;96
6,9;45,8
6,6;46,7
6,6;43,2
13;51,7
35;60
14;52
47;81,9
11;48,9
75;74,6
21;61,8
4,8;51,3
22;64,5
6,8;44,3
21;64,8
6,2;48,2
58;87,1
45;65,7
7,2;35,3
6,7;44,9
94;72,8
36;55,8
6,8;40,2
5,5;37,4
157;90,3
31;61,7
117;100,2
26;67,8
6,4;43,5
62;72,2
50;81
7,2;35,3
6,8;50
6,3;47
148;106,2
38;67,5
7,9;51,7
64;87,1
93;74,1
7,1;40,9
37;73,2
30;62,2
27;61,2
28;62,7
39;70,1
78;70,5
75;74,8
6,9;43,8
8,2;52,2
142;82,5
25;48,7
120;101,8
7;34,3
8,4;44,9
5,5;45,9
51;62,5
53;74,2
28;61,9
56;53,5
6,5;42
8,9;37,1
15;51,9
59;89,3
7,6;37,6
43;47,4
7;37,7
54;81,2
88;73,2
6,7;49,2
5,3;48,8
33;69,3
14;49,4
52;76,2
35;67
34;61,4
5,9;40
50;69
6,9;49,9
21;66
8,3;42,8
24;64
5;45,3
5,9;49,3
70;72,6
6,8;53,6
26;48,7
14;51,6
35;60
8,6;52,2
22;71,4
5,8;50,7
5,6;50,2
26;67,7
38;62
6,4;40,3
216;92
119;83,2
6,6;45,8
52;79
22;63,4
21;66,9
5,9;37,8
83;89,6
23;64,5
65;72,7
72;73,9
5,4;45,4
65;87,1
48;96
227;92,4
27;65,5
24;64,1
39;72,3
52;68,4
43;66,3
16;49,7
46;85,7
6,5;49,1
41;82,2
66;70,4
176;94,3
85;74,6
30;61,9
18;49,2
28;61,2
36;59,2
52;88,3
110;98,3
63;72,4
5,9;45,9
45;68,8
7,4;39,4
71;70,5
44;60,7
8,5;46,8
8,7;41,1
123;82,9
6,1;44,7
97;84,2
48;89,6
5,6;47,4
6,5;43,8
37;73,6
70;85,6
5,5;50,1
62;71,9
54;68,9
64;70,9
51;86,8
87;75,1
29;62,7
130;75,5
133;65,1
6,5;46,4
52;90,6
72;70,5
27;65,2
20;63,9
5,9;47,6
312;118,5
135;98,2
70;70,4
151;110,6
98;88,8
70;70,1
23;64,3
8,9;50,4
57;80
64;83,3
86;74,2
92;73,9
9,4;50,4
5,5;51,2
7,2;40
228;110,6
8,2;42,8
4,9;47,6
68;87,1
108;81,6
30;60
64;69,8
62;70
34;70,8
5,9;44,8
118;73,8
13;49,2
6,7;47,3
188;116,9
255;113
130;79,4
74;80,7
7,6;42,2
48;77,2
24;64,4
42;77,1
21;63,5
13;48,3
43;49,9
7,4;47,9
65;73,3
41;72
8,8;51,6
6;41,5
34;61,6
49;80,3
23;64,5
32;61,7
341;118,5
7,2;44,7
103;73,1
69;76,3
6,8;44,4
66;68,4
32;59,4
5,7;47
48;61,9
5,8;42,9
46;79,5
36;67
154;111,8
94;72,8
34;67,5
34;67,3
75;74,5
32;60
4,9;46
21;45,3
44;65,4
96;82,1
7,3;36,9
6,6;38,2
54;73,8
46;68,7
12;55,3
44;61,8
100;89
21;65,9
22;65,5
69;70,8
37;68,4
23;65,4
6,3;48,5
107;92,3
116;101,8
63;72,5
64;72,1
39;63,1
7,8;42,9
18;48,6
84;80,4
7,9;41,7
6,9;42,7
36;67,1
94;72,7
6,4;46,2
8,9;38,8
46;68,8
29;60
8,4;40,5
27;62,5
24;62,9
34;70,8
6,2;38
68;76,7
18;50,2
34;60,3
34;45
48;83,6
44;66,6
62;70,4
49;68,6
47;64
7,2;47,1
65;85,2
39;68,1
104;73,6
40;48,4
294;92,8
53;91
74;70,1
29;48,6
5,3;44,2
19;50
104;72,6
71;70
27;63,3
90;73,7
6,4;52,2
9,5;47,2
8,8;41,9
43;84,6
99;76,8
26;67,5
55;72,4
6,6;41,3
34;55,5
6,8;38
97;89
45;62
68;69
8;40,5
23;66,2
6,5;45,7
5,7;37,4
64;78,9
112;75,4
31;61,7
13;53
71;69,3
7,7;44,9
6,9;32,9
37;68,4
6,4;46,6
8,7;50,9
7,8;39,5
74;73,2
31;64,6
6,9;49,7
135;110,9
6,2;38,1
59;87,5
90;72,9
73;74,6
6;42
67;84,1
36;65,4
65;74,3
6,9;45,1
57;81,2
229;101,5
25,7;41,1
58;74
7,6;39,1
42;65,3
137;75
35;66,6
7,7;46,6
6,4;49
6,9;39,5
75;71,7
6,6;47,5
36;65
7,7;50,3
7,4;39,5
94;74
42;62,9
6,6;47,3
68;69,5
19;66,3
31;56,7
64;73,5
41;66,1
28;67,5
165;77,9
27;61,9
21;65,4
4,7;42,2
57;87,1
18;62
52;92
140;101,9
19;66
43;65,7
46;64,2
38;48,3
334;126,3
6,4;46,8
8,3;38,6
7;46,4
6,6;52
101;74,5
29;45,7
45;65,4
23;64,5
29;67,8
6,6;41,7
64;81
125;72,9
60;79,6
41;65,9
7,1;48,8
5,9;45,3
28;68,5
52;78,7
63;73,7
47;65,8
4,9;40,5
6;40,8
36;67,1
6,2;41,7
75;74,3
27;67,6
45;69,3
64;76,8
105;91,6
6,2;41,2
6,2;41,5
29;61,4
6,1;48,5
11;33,5
44;81
6,8;39,6
69;68,9
69;70,5
56;53,4
31;62,1
5,9;46,6
5,4;49,4
48;76,6
235;93,6
39;66,7
6,5;41,6
162;106,2
52;73,8
20;66,5
70;73
64;74,2
5;37,2
105;84,3
9,2;51,6
6,7;41,8
84;72,6
72;69,8
6,4;30,4
75;73,6
21;64,4
121;77,7
119;80,4
29;61,7
7,3;49,7
69;95,3
6,9;42
41;62,7
30;62
6,7;46,4
5,9;47,4
22;52,1
83;72,8
36;56,4
39;67,7
32;62,2
6,1;48,6
60;72,2
93;72,8
34;60,2
7,1;37,1
7,1;37,3
48;86
5,7;46,8
8,4;39,4
172;116,9
6,6;46,2
6,8;44,1
50;91,4
52;78
45;64
60;80,1
64;72,2
32;62
6,4;41,7
62;76,7
36;58,1
19;63
55;90,7
69;76,2
45;68,6
108;75,5
72;70
7,4;45,8
301;112,8
82;87,6
26;67,9
23;48,4
270;118,6
30;61,6
19;63,7
4,4;46
24;65,3
6,6;47,6
67;72,9
5,8;47
16;51,4
134;70,9
6,3;44,7
67;78,2
6,7;42,2
66;85,5
33;69,3
99;84,4
8,6;50,4
22;64,3
6,3;49
45;81,2
52;68,8
7,3;37,6
62;72,5
170;105,4
6,3;38,6
6,9;35,8
54;68,8
5,6;47,3
36;66,7
6,8;48,5
50;83,5
48;88,2
68;74,8
52;76,7
61;74,6
28;67,9
6,9;47,9
68;78,2
8,6;54,9
30;62,3
8,5;50,8
66;72,5
146;76
118;81,2
46;81,4
6,4;46,7
43;65,6
20;62,9
93;88,1
46;81,8
92;73
92;72,9
68;76,8
4,6;48,5
74;73,4
134;111,7
32;61,9
70;70
20;63
7,8;38
23;64,4
70;69,5
31;59,4
68;70,5
44;75,7
62;78,5
80;74,1
58;87,1
37;73,6
95;74
5,4;48
99;77,6
43;63,6
69;77,7
