38.0;6.6;67.6
29.0;6.8;61.9
64.0;7.0;72.1
5.9;7.3;50.4
87.0;6.8;69.0
6.9;7.3;48.9
51.0;7.3;47.1
64.0;6.8;73.5
36.0;6.8;55.8
5.5;7.3;37.4
101.0;7.0;74.5
71.0;6.8;70.0
35.0;6.8;67.0
7.2;7.3;35.3
47.0;6.8;64.0
9.6;7.3;50.4
69.0;6.8;76.2
27.0;6.9;62.3
74.0;7.0;70.9
23.0;6.8;64.8
21.0;6.8;66.9
14.0;7.3;76.6
35.0;7.3;82.2
5.3;7.3;43.6
48.0;7.3;77.2
65.0;7.0;72.4
7.3;7.3;47.1
71.0;7.0;74.2
119.0;7.0;69.2
36.0;6.8;56.4
103.0;6.8;76.7
25.0;7.0;67.8
88.0;6.8;73.2
52.0;7.0;80.7
96.0;6.8;74.2
5.4;7.3;46.6
32.0;6.8;59.5
54.0;7.3;80.7
6.7;7.2;47.0
49.0;6.7;68.6
7.1;7.3;48.2
6.3;7.3;45.9
8.1;7.3;59.4
65.0;7.0;70.5
90.0;7.3;73.7
66.0;7.0;70.4
70.0;6.8;69.5
38.0;7.3;62.0
49.0;7.3;80.7
44.0;6.6;65.9
36.0;6.8;65.0
22.0;6.8;65.2
39.0;6.8;66.7
30.0;7.3;48.5
36.0;6.7;58.1
7.3;7.3;44.9
71.0;7.0;74.1
35.0;6.8;67.3
54.0;6.6;68.8
14.0;7.3;52.6
5.2;7.3;46.6
56.0;7.3;45.2
6.9;7.3;47.1
31.0;6.8;61.7
119.0;6.8;80.4
6.5;7.3;37.9
20.0;6.9;61.5
6.4;7.3;52.2
8.5;7.2;54.2
5.0;7.3;44.1
5.5;7.2;41.1
7.3;7.3;35.3
18.0;6.8;63.4
4.9;7.3;47.7
54.0;6.7;68.9
7.0;7.3;35.2
84.0;7.3;80.4
14.0;7.3;52.0
229.0;6.8;101.5
8.6;7.3;45.4
137.0;6.8;75.0
71.0;7.0;74.8
88.0;7.2;90.6
6.8;7.3;53.6
5.7;7.3;43.9
9.5;7.2;47.2
36.0;6.8;65.4
20.0;6.8;64.5
14.0;7.2;55.5
154.0;7.3;77.7
7.0;7.3;48.3
29.0;6.8;67.8
23.0;6.8;64.3
5.5;7.3;47.4
6.7;7.3;42.3
37.0;6.8;67.6
14.0;7.3;51.6
31.0;6.9;62.1
65.0;6.8;67.5
64.0;6.7;72.2
29.0;7.3;48.6
70.0;6.8;69.5
7.4;7.3;42.5
6.0;7.3;35.1
42.0;7.3;73.3
63.0;6.8;77.0
116.0;6.8;75.2
8.2;7.3;42.8
34.0;6.8;67.5
45.0;7.3;65.7
35.0;6.7;59.4
6.7;7.3;46.4
109.0;7.3;86.2
341.0;7.0;118.5
22.0;6.8;65.2
5.3;7.3;40.1
331.0;7.3;92.2
18.0;6.8;64.4
7.5;7.3;35.3
6.1;7.3;43.8
28.0;6.9;65.1
130.0;7.3;75.9
27.0;6.9;61.4
6.5;7.3;46.4
156.0;7.3;76.7
64.0;7.0;70.9
28.0;6.9;61.5
72.0;7.0;72.7
66.0;6.8;70.0
67.0;7.0;72.9
122.0;7.3;73.3
21.0;6.8;65.1
27.0;6.9;65.3
7.2;7.3;44.7
37.0;6.8;73.2
4.5;7.4;54.1
14.0;7.3;51.6
7.2;7.2;47.5
72.0;7.0;73.0
60.0;7.0;72.7
39.0;6.8;67.7
56.0;7.3;75.6
70.0;6.8;70.0
50.0;6.7;69.0
42.0;6.8;67.3
121.0;6.8;77.7
43.0;7.3;49.9
72.0;7.0;72.3
